"Industry Sector","Type of Employee","Quarter","Statistic Label","UNIT","VALUE"
"Basic Metals and Fabricated Metal Products (NACE 27-28)","Industrial Employees","1998Q4","Average Weekly Earnings (Euro)","Euro",""
"Basic Metals and Fabricated Metal Products (NACE 27-28)","Industrial Employees","1999Q1","Average Weekly Earnings (Euro)","Euro",""
"Basic Metals and Fabricated Metal Products (NACE 27-28)","Industrial Employees","1999Q2","Average Weekly Earnings (Euro)","Euro",""
"Basic Metals and Fabricated Metal Products (NACE 27-28)","Industrial Employees","1999Q3","Average Weekly Earnings (Euro)","Euro",""
"Basic Metals and Fabricated Metal Products (NACE 27-28)","Industrial Employees","1999Q4","Average Weekly Earnings (Euro)","Euro",""
"Basic Metals and Fabricated Metal Products (NACE 27-28)","Industrial Employees","2000Q1","Average Weekly Earnings (Euro)","Euro",""
"Basic Metals and Fabricated Metal Products (NACE 27-28)","Industrial Employees","2000Q2","Average Weekly Earnings (Euro)","Euro",""
"Basic Metals and Fabricated Metal Products (NACE 27-28)","Industrial Employees","2000Q3","Average Weekly Earnings (Euro)","Euro",""
"Basic Metals and Fabricated Metal Products (NACE 27-28)","Industrial Employees","2000Q4","Average Weekly Earnings (Euro)","Euro",""
"Basic Metals and Fabricated Metal Products (NACE 27-28)","Industrial Employees","2001Q1","Average Weekly Earnings (Euro)","Euro",""
"Basic Metals and Fabricated Metal Products (NACE 27-28)","Industrial Employees","2001Q2","Average Weekly Earnings (Euro)","Euro",""
"Basic Metals and Fabricated Metal Products (NACE 27-28)","Industrial Employees","2001Q3","Average Weekly Earnings (Euro)","Euro",""
"Basic Metals and Fabricated Metal Products (NACE 27-28)","Industrial Employees","2001Q4","Average Weekly Earnings (Euro)","Euro",""
"Basic Metals and Fabricated Metal Products (NACE 27-28)","Industrial Employees","2002Q1","Average Weekly Earnings (Euro)","Euro",""
"Basic Metals and Fabricated Metal Products (NACE 27-28)","Industrial Employees","2002Q2","Average Weekly Earnings (Euro)","Euro",""
"Basic Metals and Fabricated Metal Products (NACE 27-28)","Industrial Employees","2002Q3","Average Weekly Earnings (Euro)","Euro",""
"Basic Metals and Fabricated Metal Products (NACE 27-28)","Industrial Employees","2002Q4","Average Weekly Earnings (Euro)","Euro",""
"Basic Metals and Fabricated Metal Products (NACE 27-28)","Industrial Employees","2003Q1","Average Weekly Earnings (Euro)","Euro",""
"Basic Metals and Fabricated Metal Products (NACE 27-28)","Industrial Employees","2003Q2","Average Weekly Earnings (Euro)","Euro",""
"Basic Metals and Fabricated Metal Products (NACE 27-28)","Industrial Employees","2003Q3","Average Weekly Earnings (Euro)","Euro",""
"Basic Metals and Fabricated Metal Products (NACE 27-28)","Industrial Employees","2003Q4","Average Weekly Earnings (Euro)","Euro",""
"Basic Metals and Fabricated Metal Products (NACE 27-28)","Industrial Employees","2004Q1","Average Weekly Earnings (Euro)","Euro",""
"Basic Metals and Fabricated Metal Products (NACE 27-28)","Industrial Employees","2004Q2","Average Weekly Earnings (Euro)","Euro",""
"Basic Metals and Fabricated Metal Products (NACE 27-28)","Industrial Employees","2004Q3","Average Weekly Earnings (Euro)","Euro",""
"Basic Metals and Fabricated Metal Products (NACE 27-28)","Industrial Employees","2004Q4","Average Weekly Earnings (Euro)","Euro",""
"Basic Metals and Fabricated Metal Products (NACE 27-28)","Industrial Employees","2005Q1","Average Weekly Earnings (Euro)","Euro",""
"Basic Metals and Fabricated Metal Products (NACE 27-28)","Industrial Employees","2005Q2","Average Weekly Earnings (Euro)","Euro",""
"Basic Metals and Fabricated Metal Products (NACE 27-28)","Industrial Employees","2005Q3","Average Weekly Earnings (Euro)","Euro",""
"Basic Metals and Fabricated Metal Products (NACE 27-28)","Industrial Employees","2005Q4","Average Weekly Earnings (Euro)","Euro",""
"Basic Metals and Fabricated Metal Products (NACE 27-28)","Industrial Employees","2006Q1","Average Weekly Earnings (Euro)","Euro",""
"Basic Metals and Fabricated Metal Products (NACE 27-28)","Industrial Employees","2006Q2","Average Weekly Earnings (Euro)","Euro",""
"Basic Metals and Fabricated Metal Products (NACE 27-28)","Industrial Employees","2006Q3","Average Weekly Earnings (Euro)","Euro",""
"Basic Metals and Fabricated Metal Products (NACE 27-28)","Industrial Employees","2006Q4","Average Weekly Earnings (Euro)","Euro",""
"Basic Metals and Fabricated Metal Products (NACE 27-28)","Industrial Employees","2007Q1","Average Weekly Earnings (Euro)","Euro",""
"Basic Metals and Fabricated Metal Products (NACE 27-28)","Industrial Employees","2007Q2","Average Weekly Earnings (Euro)","Euro",""
"Machinery and Equipment, N.E.C (NACE 29)","All Employees","1995Q3","Average Weekly Earnings (Euro)","Euro",""
"Machinery and Equipment, N.E.C (NACE 29)","All Employees","1995Q4","Average Weekly Earnings (Euro)","Euro","365.87"
"Machinery and Equipment, N.E.C (NACE 29)","All Employees","1996Q1","Average Weekly Earnings (Euro)","Euro","369.63"
"Machinery and Equipment, N.E.C (NACE 29)","All Employees","1996Q2","Average Weekly Earnings (Euro)","Euro","374.22"
"Machinery and Equipment, N.E.C (NACE 29)","All Employees","1996Q3","Average Weekly Earnings (Euro)","Euro","366.22"
"Machinery and Equipment, N.E.C (NACE 29)","All Employees","1996Q4","Average Weekly Earnings (Euro)","Euro","386.05"
"Machinery and Equipment, N.E.C (NACE 29)","All Employees","1997Q1","Average Weekly Earnings (Euro)","Euro","380.79"
"Machinery and Equipment, N.E.C (NACE 29)","All Employees","1997Q2","Average Weekly Earnings (Euro)","Euro","381.99"
"Machinery and Equipment, N.E.C (NACE 29)","All Employees","1997Q3","Average Weekly Earnings (Euro)","Euro","383.65"
"Machinery and Equipment, N.E.C (NACE 29)","All Employees","1997Q4","Average Weekly Earnings (Euro)","Euro","394.79"
"Machinery and Equipment, N.E.C (NACE 29)","All Employees","1998Q1","Average Weekly Earnings (Euro)","Euro","402.48"
"Machinery and Equipment, N.E.C (NACE 29)","All Employees","1998Q2","Average Weekly Earnings (Euro)","Euro","411.75"
"Machinery and Equipment, N.E.C (NACE 29)","All Employees","1998Q3","Average Weekly Earnings (Euro)","Euro","404.34"
"Machinery and Equipment, N.E.C (NACE 29)","All Employees","1998Q4","Average Weekly Earnings (Euro)","Euro","422.45"
"Machinery and Equipment, N.E.C (NACE 29)","All Employees","1999Q1","Average Weekly Earnings (Euro)","Euro","420.22"
"Machinery and Equipment, N.E.C (NACE 29)","All Employees","1999Q2","Average Weekly Earnings (Euro)","Euro","428.6"
"Machinery and Equipment, N.E.C (NACE 29)","All Employees","1999Q3","Average Weekly Earnings (Euro)","Euro","427.62"
"Machinery and Equipment, N.E.C (NACE 29)","All Employees","1999Q4","Average Weekly Earnings (Euro)","Euro","432.84"
"Machinery and Equipment, N.E.C (NACE 29)","All Employees","2000Q1","Average Weekly Earnings (Euro)","Euro","441.99"
"Machinery and Equipment, N.E.C (NACE 29)","All Employees","2000Q2","Average Weekly Earnings (Euro)","Euro","462.22"
"Machinery and Equipment, N.E.C (NACE 29)","All Employees","2000Q3","Average Weekly Earnings (Euro)","Euro","466.96"
"Machinery and Equipment, N.E.C (NACE 29)","All Employees","2000Q4","Average Weekly Earnings (Euro)","Euro","476.47"
"Machinery and Equipment, N.E.C (NACE 29)","All Employees","2001Q1","Average Weekly Earnings (Euro)","Euro","482.78"
"Machinery and Equipment, N.E.C (NACE 29)","All Employees","2001Q2","Average Weekly Earnings (Euro)","Euro","505.57"
"Machinery and Equipment, N.E.C (NACE 29)","All Employees","2001Q3","Average Weekly Earnings (Euro)","Euro","498.79"
"Machinery and Equipment, N.E.C (NACE 29)","All Employees","2001Q4","Average Weekly Earnings (Euro)","Euro","506.46"
"Machinery and Equipment, N.E.C (NACE 29)","All Employees","2002Q1","Average Weekly Earnings (Euro)","Euro","510.91"
"Machinery and Equipment, N.E.C (NACE 29)","All Employees","2002Q2","Average Weekly Earnings (Euro)","Euro","518.56"
"Machinery and Equipment, N.E.C (NACE 29)","All Employees","2002Q3","Average Weekly Earnings (Euro)","Euro","526.09"
"Machinery and Equipment, N.E.C (NACE 29)","All Employees","2002Q4","Average Weekly Earnings (Euro)","Euro","536.76"
"Machinery and Equipment, N.E.C (NACE 29)","All Employees","2003Q1","Average Weekly Earnings (Euro)","Euro","539.57"
"Machinery and Equipment, N.E.C (NACE 29)","All Employees","2003Q2","Average Weekly Earnings (Euro)","Euro","547"
"Machinery and Equipment, N.E.C (NACE 29)","All Employees","2003Q3","Average Weekly Earnings (Euro)","Euro","550.75"
"Machinery and Equipment, N.E.C (NACE 29)","All Employees","2003Q4","Average Weekly Earnings (Euro)","Euro","555.47"
"Machinery and Equipment, N.E.C (NACE 29)","All Employees","2004Q1","Average Weekly Earnings (Euro)","Euro","561.11"
"Machinery and Equipment, N.E.C (NACE 29)","All Employees","2004Q2","Average Weekly Earnings (Euro)","Euro","580.54"
"Machinery and Equipment, N.E.C (NACE 29)","All Employees","2004Q3","Average Weekly Earnings (Euro)","Euro","576.93"
"Machinery and Equipment, N.E.C (NACE 29)","All Employees","2004Q4","Average Weekly Earnings (Euro)","Euro","590.27"
"Machinery and Equipment, N.E.C (NACE 29)","All Employees","2005Q1","Average Weekly Earnings (Euro)","Euro","590.68"
"Machinery and Equipment, N.E.C (NACE 29)","All Employees","2005Q2","Average Weekly Earnings (Euro)","Euro","594.21"
"Machinery and Equipment, N.E.C (NACE 29)","All Employees","2005Q3","Average Weekly Earnings (Euro)","Euro","597.07"
"Machinery and Equipment, N.E.C (NACE 29)","All Employees","2005Q4","Average Weekly Earnings (Euro)","Euro","621.59"
"Machinery and Equipment, N.E.C (NACE 29)","All Employees","2006Q1","Average Weekly Earnings (Euro)","Euro","601.48"
"Machinery and Equipment, N.E.C (NACE 29)","All Employees","2006Q2","Average Weekly Earnings (Euro)","Euro","626.1"
"Machinery and Equipment, N.E.C (NACE 29)","All Employees","2006Q3","Average Weekly Earnings (Euro)","Euro","638.24"
"Machinery and Equipment, N.E.C (NACE 29)","All Employees","2006Q4","Average Weekly Earnings (Euro)","Euro","662.77"
"Machinery and Equipment, N.E.C (NACE 29)","All Employees","2007Q1","Average Weekly Earnings (Euro)","Euro","654.09"
"Machinery and Equipment, N.E.C (NACE 29)","All Employees","2007Q2","Average Weekly Earnings (Euro)","Euro","650.64"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical and Managerial Employees","1995Q3","Average Weekly Earnings (Euro)","Euro",""
"Machinery and Equipment, N.E.C (NACE 29)","Clerical and Managerial Employees","1995Q4","Average Weekly Earnings (Euro)","Euro","502.53"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical and Managerial Employees","1996Q1","Average Weekly Earnings (Euro)","Euro","509.67"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical and Managerial Employees","1996Q2","Average Weekly Earnings (Euro)","Euro","505.82"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical and Managerial Employees","1996Q3","Average Weekly Earnings (Euro)","Euro","501.31"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical and Managerial Employees","1996Q4","Average Weekly Earnings (Euro)","Euro","506.43"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical and Managerial Employees","1997Q1","Average Weekly Earnings (Euro)","Euro","516.85"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical and Managerial Employees","1997Q2","Average Weekly Earnings (Euro)","Euro","518.01"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical and Managerial Employees","1997Q3","Average Weekly Earnings (Euro)","Euro","519.55"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical and Managerial Employees","1997Q4","Average Weekly Earnings (Euro)","Euro","543.45"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical and Managerial Employees","1998Q1","Average Weekly Earnings (Euro)","Euro","545.78"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical and Managerial Employees","1998Q2","Average Weekly Earnings (Euro)","Euro","553.73"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical and Managerial Employees","1998Q3","Average Weekly Earnings (Euro)","Euro","552.15"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical and Managerial Employees","1998Q4","Average Weekly Earnings (Euro)","Euro","564.56"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical and Managerial Employees","1999Q1","Average Weekly Earnings (Euro)","Euro","568.08"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical and Managerial Employees","1999Q2","Average Weekly Earnings (Euro)","Euro","570.24"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical and Managerial Employees","1999Q3","Average Weekly Earnings (Euro)","Euro","565.45"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical and Managerial Employees","1999Q4","Average Weekly Earnings (Euro)","Euro","565.49"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical and Managerial Employees","2000Q1","Average Weekly Earnings (Euro)","Euro","583.2"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical and Managerial Employees","2000Q2","Average Weekly Earnings (Euro)","Euro","612.81"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical and Managerial Employees","2000Q3","Average Weekly Earnings (Euro)","Euro","613.39"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical and Managerial Employees","2000Q4","Average Weekly Earnings (Euro)","Euro","627.8"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical and Managerial Employees","2001Q1","Average Weekly Earnings (Euro)","Euro","652.79"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical and Managerial Employees","2001Q2","Average Weekly Earnings (Euro)","Euro","673.32"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical and Managerial Employees","2001Q3","Average Weekly Earnings (Euro)","Euro","681.32"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical and Managerial Employees","2001Q4","Average Weekly Earnings (Euro)","Euro","694.57"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical and Managerial Employees","2002Q1","Average Weekly Earnings (Euro)","Euro","690.13"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical and Managerial Employees","2002Q2","Average Weekly Earnings (Euro)","Euro","733.87"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical and Managerial Employees","2002Q3","Average Weekly Earnings (Euro)","Euro","732.6"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical and Managerial Employees","2002Q4","Average Weekly Earnings (Euro)","Euro","720.89"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical and Managerial Employees","2003Q1","Average Weekly Earnings (Euro)","Euro","720.63"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical and Managerial Employees","2003Q2","Average Weekly Earnings (Euro)","Euro","712.5"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical and Managerial Employees","2003Q3","Average Weekly Earnings (Euro)","Euro","717.06"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical and Managerial Employees","2003Q4","Average Weekly Earnings (Euro)","Euro","728.34"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical and Managerial Employees","2004Q1","Average Weekly Earnings (Euro)","Euro","721.3"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical and Managerial Employees","2004Q2","Average Weekly Earnings (Euro)","Euro","738.7"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical and Managerial Employees","2004Q3","Average Weekly Earnings (Euro)","Euro","746.03"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical and Managerial Employees","2004Q4","Average Weekly Earnings (Euro)","Euro","768.13"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical and Managerial Employees","2005Q1","Average Weekly Earnings (Euro)","Euro","753.12"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical and Managerial Employees","2005Q2","Average Weekly Earnings (Euro)","Euro","766.92"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical and Managerial Employees","2005Q3","Average Weekly Earnings (Euro)","Euro","767.27"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical and Managerial Employees","2005Q4","Average Weekly Earnings (Euro)","Euro","791.9"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical and Managerial Employees","2006Q1","Average Weekly Earnings (Euro)","Euro","794.27"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical and Managerial Employees","2006Q2","Average Weekly Earnings (Euro)","Euro","792.09"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical and Managerial Employees","2006Q3","Average Weekly Earnings (Euro)","Euro","799.68"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical and Managerial Employees","2006Q4","Average Weekly Earnings (Euro)","Euro","817.13"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical and Managerial Employees","2007Q1","Average Weekly Earnings (Euro)","Euro","836.14"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical and Managerial Employees","2007Q2","Average Weekly Earnings (Euro)","Euro","826.34"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical Employees","1995Q3","Average Weekly Earnings (Euro)","Euro","385.89"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical Employees","1995Q4","Average Weekly Earnings (Euro)","Euro","390.86"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical Employees","1996Q1","Average Weekly Earnings (Euro)","Euro","400.82"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical Employees","1996Q2","Average Weekly Earnings (Euro)","Euro","393.34"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical Employees","1996Q3","Average Weekly Earnings (Euro)","Euro","395.02"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical Employees","1996Q4","Average Weekly Earnings (Euro)","Euro","398.29"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical Employees","1997Q1","Average Weekly Earnings (Euro)","Euro","417.15"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical Employees","1997Q2","Average Weekly Earnings (Euro)","Euro","421.07"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical Employees","1997Q3","Average Weekly Earnings (Euro)","Euro","415.57"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical Employees","1997Q4","Average Weekly Earnings (Euro)","Euro","436.33"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical Employees","1998Q1","Average Weekly Earnings (Euro)","Euro","456.22"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical Employees","1998Q2","Average Weekly Earnings (Euro)","Euro","466.37"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical Employees","1998Q3","Average Weekly Earnings (Euro)","Euro","469.33"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical Employees","1998Q4","Average Weekly Earnings (Euro)","Euro","476.82"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical Employees","1999Q1","Average Weekly Earnings (Euro)","Euro","488.9"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical Employees","1999Q2","Average Weekly Earnings (Euro)","Euro","489.34"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical Employees","1999Q3","Average Weekly Earnings (Euro)","Euro","489.69"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical Employees","1999Q4","Average Weekly Earnings (Euro)","Euro","488.48"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical Employees","2000Q1","Average Weekly Earnings (Euro)","Euro","496.62"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical Employees","2000Q2","Average Weekly Earnings (Euro)","Euro","533.92"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical Employees","2000Q3","Average Weekly Earnings (Euro)","Euro","529.94"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical Employees","2000Q4","Average Weekly Earnings (Euro)","Euro","546.77"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical Employees","2001Q1","Average Weekly Earnings (Euro)","Euro","549.62"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical Employees","2001Q2","Average Weekly Earnings (Euro)","Euro","574.85"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical Employees","2001Q3","Average Weekly Earnings (Euro)","Euro","580.28"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical Employees","2001Q4","Average Weekly Earnings (Euro)","Euro","589.74"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical Employees","2002Q1","Average Weekly Earnings (Euro)","Euro","578.28"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical Employees","2002Q2","Average Weekly Earnings (Euro)","Euro","635.96"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical Employees","2002Q3","Average Weekly Earnings (Euro)","Euro","635.45"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical Employees","2002Q4","Average Weekly Earnings (Euro)","Euro","634.12"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical Employees","2003Q1","Average Weekly Earnings (Euro)","Euro","627.35"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical Employees","2003Q2","Average Weekly Earnings (Euro)","Euro","610.96"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical Employees","2003Q3","Average Weekly Earnings (Euro)","Euro","620.01"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical Employees","2003Q4","Average Weekly Earnings (Euro)","Euro","638.54"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical Employees","2004Q1","Average Weekly Earnings (Euro)","Euro","624.72"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical Employees","2004Q2","Average Weekly Earnings (Euro)","Euro","636.29"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical Employees","2004Q3","Average Weekly Earnings (Euro)","Euro","654.08"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical Employees","2004Q4","Average Weekly Earnings (Euro)","Euro","675.56"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical Employees","2005Q1","Average Weekly Earnings (Euro)","Euro","662.73"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical Employees","2005Q2","Average Weekly Earnings (Euro)","Euro","670.46"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical Employees","2005Q3","Average Weekly Earnings (Euro)","Euro","682.84"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical Employees","2005Q4","Average Weekly Earnings (Euro)","Euro","704.53"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical Employees","2006Q1","Average Weekly Earnings (Euro)","Euro","711.72"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical Employees","2006Q2","Average Weekly Earnings (Euro)","Euro","704.76"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical Employees","2006Q3","Average Weekly Earnings (Euro)","Euro","704.86"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical Employees","2006Q4","Average Weekly Earnings (Euro)","Euro","723.51"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical Employees","2007Q1","Average Weekly Earnings (Euro)","Euro","742.5"
"Machinery and Equipment, N.E.C (NACE 29)","Clerical Employees","2007Q2","Average Weekly Earnings (Euro)","Euro","729.46"
"Machinery and Equipment, N.E.C (NACE 29)","Managerial Employees","1995Q3","Average Weekly Earnings (Euro)","Euro","601.73"
"Machinery and Equipment, N.E.C (NACE 29)","Managerial Employees","1995Q4","Average Weekly Earnings (Euro)","Euro","616.31"
"Machinery and Equipment, N.E.C (NACE 29)","Managerial Employees","1996Q1","Average Weekly Earnings (Euro)","Euro","615.4"
"Machinery and Equipment, N.E.C (NACE 29)","Managerial Employees","1996Q2","Average Weekly Earnings (Euro)","Euro","620.53"
"Machinery and Equipment, N.E.C (NACE 29)","Managerial Employees","1996Q3","Average Weekly Earnings (Euro)","Euro","611.47"
"Machinery and Equipment, N.E.C (NACE 29)","Managerial Employees","1996Q4","Average Weekly Earnings (Euro)","Euro","616.24"
"Machinery and Equipment, N.E.C (NACE 29)","Managerial Employees","1997Q1","Average Weekly Earnings (Euro)","Euro","628.53"
"Machinery and Equipment, N.E.C (NACE 29)","Managerial Employees","1997Q2","Average Weekly Earnings (Euro)","Euro","622.55"
"Machinery and Equipment, N.E.C (NACE 29)","Managerial Employees","1997Q3","Average Weekly Earnings (Euro)","Euro","633.66"
"Machinery and Equipment, N.E.C (NACE 29)","Managerial Employees","1997Q4","Average Weekly Earnings (Euro)","Euro","659.07"
"Machinery and Equipment, N.E.C (NACE 29)","Managerial Employees","1998Q1","Average Weekly Earnings (Euro)","Euro","638.3"
"Machinery and Equipment, N.E.C (NACE 29)","Managerial Employees","1998Q2","Average Weekly Earnings (Euro)","Euro","644.44"
"Machinery and Equipment, N.E.C (NACE 29)","Managerial Employees","1998Q3","Average Weekly Earnings (Euro)","Euro","643.19"
"Machinery and Equipment, N.E.C (NACE 29)","Managerial Employees","1998Q4","Average Weekly Earnings (Euro)","Euro","657.33"
"Machinery and Equipment, N.E.C (NACE 29)","Managerial Employees","1999Q1","Average Weekly Earnings (Euro)","Euro","650.02"
"Machinery and Equipment, N.E.C (NACE 29)","Managerial Employees","1999Q2","Average Weekly Earnings (Euro)","Euro","658.09"
"Machinery and Equipment, N.E.C (NACE 29)","Managerial Employees","1999Q3","Average Weekly Earnings (Euro)","Euro","648.07"
"Machinery and Equipment, N.E.C (NACE 29)","Managerial Employees","1999Q4","Average Weekly Earnings (Euro)","Euro","650.75"
"Machinery and Equipment, N.E.C (NACE 29)","Managerial Employees","2000Q1","Average Weekly Earnings (Euro)","Euro","682.54"
"Machinery and Equipment, N.E.C (NACE 29)","Managerial Employees","2000Q2","Average Weekly Earnings (Euro)","Euro","702.95"
"Machinery and Equipment, N.E.C (NACE 29)","Managerial Employees","2000Q3","Average Weekly Earnings (Euro)","Euro","709.96"
"Machinery and Equipment, N.E.C (NACE 29)","Managerial Employees","2000Q4","Average Weekly Earnings (Euro)","Euro","723.78"
"Machinery and Equipment, N.E.C (NACE 29)","Managerial Employees","2001Q1","Average Weekly Earnings (Euro)","Euro","774.79"
"Machinery and Equipment, N.E.C (NACE 29)","Managerial Employees","2001Q2","Average Weekly Earnings (Euro)","Euro","790.25"
"Machinery and Equipment, N.E.C (NACE 29)","Managerial Employees","2001Q3","Average Weekly Earnings (Euro)","Euro","801.9"
"Machinery and Equipment, N.E.C (NACE 29)","Managerial Employees","2001Q4","Average Weekly Earnings (Euro)","Euro","829.8"
"Machinery and Equipment, N.E.C (NACE 29)","Managerial Employees","2002Q1","Average Weekly Earnings (Euro)","Euro","836.39"
"Machinery and Equipment, N.E.C (NACE 29)","Managerial Employees","2002Q2","Average Weekly Earnings (Euro)","Euro","873.71"
"Machinery and Equipment, N.E.C (NACE 29)","Managerial Employees","2002Q3","Average Weekly Earnings (Euro)","Euro","871.06"
"Machinery and Equipment, N.E.C (NACE 29)","Managerial Employees","2002Q4","Average Weekly Earnings (Euro)","Euro","843.48"
"Machinery and Equipment, N.E.C (NACE 29)","Managerial Employees","2003Q1","Average Weekly Earnings (Euro)","Euro","849.53"
"Machinery and Equipment, N.E.C (NACE 29)","Managerial Employees","2003Q2","Average Weekly Earnings (Euro)","Euro","852.1"
"Machinery and Equipment, N.E.C (NACE 29)","Managerial Employees","2003Q3","Average Weekly Earnings (Euro)","Euro","844.01"
"Machinery and Equipment, N.E.C (NACE 29)","Managerial Employees","2003Q4","Average Weekly Earnings (Euro)","Euro","850.06"
"Machinery and Equipment, N.E.C (NACE 29)","Managerial Employees","2004Q1","Average Weekly Earnings (Euro)","Euro","846.96"
"Machinery and Equipment, N.E.C (NACE 29)","Managerial Employees","2004Q2","Average Weekly Earnings (Euro)","Euro","872.67"
"Machinery and Equipment, N.E.C (NACE 29)","Managerial Employees","2004Q3","Average Weekly Earnings (Euro)","Euro","863.01"
"Machinery and Equipment, N.E.C (NACE 29)","Managerial Employees","2004Q4","Average Weekly Earnings (Euro)","Euro","888.18"
"Machinery and Equipment, N.E.C (NACE 29)","Managerial Employees","2005Q1","Average Weekly Earnings (Euro)","Euro","861.44"
"Machinery and Equipment, N.E.C (NACE 29)","Managerial Employees","2005Q2","Average Weekly Earnings (Euro)","Euro","883.87"
