"Statistic Label","Broad Nationality Group","Sex","Industry Sector NACE Rev 2","Year","UNIT","VALUE"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Construction (F)","2005","Number","2542"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Construction (F)","2006","Number","2516"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Construction (F)","2007","Number","2794"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Construction (F)","2008","Number","2397"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Construction (F)","2009","Number","1391"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Construction (F)","2010","Number","905"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Construction (F)","2011","Number","721"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Construction (F)","2012","Number","560"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Construction (F)","2013","Number","543"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Construction (F)","2014","Number","627"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Construction (F)","2015","Number","654"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Construction (F)","2016","Number","888"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Construction (F)","2017","Number","1140"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Construction (F)","2018","Number","1371"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Wholesale and retail trade: repair of motor vehicles and motorcycles (G)","2005","Number","4149"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Wholesale and retail trade: repair of motor vehicles and motorcycles (G)","2006","Number","5132"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Wholesale and retail trade: repair of motor vehicles and motorcycles (G)","2007","Number","6730"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Wholesale and retail trade: repair of motor vehicles and motorcycles (G)","2008","Number","7497"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Wholesale and retail trade: repair of motor vehicles and motorcycles (G)","2009","Number","6826"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Wholesale and retail trade: repair of motor vehicles and motorcycles (G)","2010","Number","6169"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Wholesale and retail trade: repair of motor vehicles and motorcycles (G)","2011","Number","5795"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Wholesale and retail trade: repair of motor vehicles and motorcycles (G)","2012","Number","5552"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Wholesale and retail trade: repair of motor vehicles and motorcycles (G)","2013","Number","5456"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Wholesale and retail trade: repair of motor vehicles and motorcycles (G)","2014","Number","5712"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Wholesale and retail trade: repair of motor vehicles and motorcycles (G)","2015","Number","5908"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Wholesale and retail trade: repair of motor vehicles and motorcycles (G)","2016","Number","6702"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Wholesale and retail trade: repair of motor vehicles and motorcycles (G)","2017","Number","7018"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Wholesale and retail trade: repair of motor vehicles and motorcycles (G)","2018","Number","7894"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Transportation and storage (H)","2005","Number","475"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Transportation and storage (H)","2006","Number","638"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Transportation and storage (H)","2007","Number","826"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Transportation and storage (H)","2008","Number","963"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Transportation and storage (H)","2009","Number","871"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Transportation and storage (H)","2010","Number","706"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Transportation and storage (H)","2011","Number","609"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Transportation and storage (H)","2012","Number","554"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Transportation and storage (H)","2013","Number","545"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Transportation and storage (H)","2014","Number","564"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Transportation and storage (H)","2015","Number","602"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Transportation and storage (H)","2016","Number","695"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Transportation and storage (H)","2017","Number","731"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Transportation and storage (H)","2018","Number","933"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Accommodation and food service activities (I)","2005","Number","7187"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Accommodation and food service activities (I)","2006","Number","8526"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Accommodation and food service activities (I)","2007","Number","10258"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Accommodation and food service activities (I)","2008","Number","11169"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Accommodation and food service activities (I)","2009","Number","10621"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Accommodation and food service activities (I)","2010","Number","9890"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Accommodation and food service activities (I)","2011","Number","10096"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Accommodation and food service activities (I)","2012","Number","10075"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Accommodation and food service activities (I)","2013","Number","9885"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Accommodation and food service activities (I)","2014","Number","10243"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Accommodation and food service activities (I)","2015","Number","10265"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Accommodation and food service activities (I)","2016","Number","12558"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Accommodation and food service activities (I)","2017","Number","13973"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Accommodation and food service activities (I)","2018","Number","16314"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Information and communication (J)","2005","Number","842"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Information and communication (J)","2006","Number","1339"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Information and communication (J)","2007","Number","1724"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Information and communication (J)","2008","Number","2144"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Information and communication (J)","2009","Number","2019"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Information and communication (J)","2010","Number","2055"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Information and communication (J)","2011","Number","2209"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Information and communication (J)","2012","Number","2731"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Information and communication (J)","2013","Number","3175"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Information and communication (J)","2014","Number","3962"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Information and communication (J)","2015","Number","4407"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Information and communication (J)","2016","Number","5495"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Information and communication (J)","2017","Number","6377"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Information and communication (J)","2018","Number","7465"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Financial and insurance activities (K)","2005","Number","422"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Financial and insurance activities (K)","2006","Number","594"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Financial and insurance activities (K)","2007","Number","709"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Financial and insurance activities (K)","2008","Number","725"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Financial and insurance activities (K)","2009","Number","675"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Financial and insurance activities (K)","2010","Number","685"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Financial and insurance activities (K)","2011","Number","610"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Financial and insurance activities (K)","2012","Number","730"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Financial and insurance activities (K)","2013","Number","845"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Financial and insurance activities (K)","2014","Number","982"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Financial and insurance activities (K)","2015","Number","1159"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Financial and insurance activities (K)","2016","Number","1391"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Financial and insurance activities (K)","2017","Number","1605"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Financial and insurance activities (K)","2018","Number","1889"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Real estate activities (L)","2005","Number","105"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Real estate activities (L)","2006","Number","145"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Real estate activities (L)","2007","Number","204"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Real estate activities (L)","2008","Number","229"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Real estate activities (L)","2009","Number","221"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Real estate activities (L)","2010","Number","227"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Real estate activities (L)","2011","Number","266"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Real estate activities (L)","2012","Number","301"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Real estate activities (L)","2013","Number","294"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Real estate activities (L)","2014","Number","408"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Real estate activities (L)","2015","Number","393"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Real estate activities (L)","2016","Number","459"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Real estate activities (L)","2017","Number","497"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Real estate activities (L)","2018","Number","567"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Professional, scientific and technical activities (M)","2005","Number","886"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Professional, scientific and technical activities (M)","2006","Number","1488"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Professional, scientific and technical activities (M)","2007","Number","2005"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Professional, scientific and technical activities (M)","2008","Number","2212"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Professional, scientific and technical activities (M)","2009","Number","1730"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Professional, scientific and technical activities (M)","2010","Number","1510"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Professional, scientific and technical activities (M)","2011","Number","1576"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Professional, scientific and technical activities (M)","2012","Number","1767"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Professional, scientific and technical activities (M)","2013","Number","1563"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Professional, scientific and technical activities (M)","2014","Number","1703"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Professional, scientific and technical activities (M)","2015","Number","1810"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Professional, scientific and technical activities (M)","2016","Number","2586"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Professional, scientific and technical activities (M)","2017","Number","3105"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Professional, scientific and technical activities (M)","2018","Number","3807"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Administrative and support service activities (N)","2005","Number","3700"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Administrative and support service activities (N)","2006","Number","4554"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Administrative and support service activities (N)","2007","Number","5958"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Administrative and support service activities (N)","2008","Number","6667"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Administrative and support service activities (N)","2009","Number","5650"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Administrative and support service activities (N)","2010","Number","5229"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Administrative and support service activities (N)","2011","Number","5095"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Administrative and support service activities (N)","2012","Number","4859"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Administrative and support service activities (N)","2013","Number","4647"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Administrative and support service activities (N)","2014","Number","5347"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Administrative and support service activities (N)","2015","Number","5906"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Administrative and support service activities (N)","2016","Number","6932"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Administrative and support service activities (N)","2017","Number","8078"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Administrative and support service activities (N)","2018","Number","9843"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Public administration and defence; compulsory social security (O)","2005","Number","210"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Public administration and defence; compulsory social security (O)","2006","Number","267"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Public administration and defence; compulsory social security (O)","2007","Number","300"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Public administration and defence; compulsory social security (O)","2008","Number","346"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Public administration and defence; compulsory social security (O)","2009","Number","641"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Public administration and defence; compulsory social security (O)","2010","Number","596"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Public administration and defence; compulsory social security (O)","2011","Number","548"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Public administration and defence; compulsory social security (O)","2012","Number","1442"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Public administration and defence; compulsory social security (O)","2013","Number","1531"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Public administration and defence; compulsory social security (O)","2014","Number","1465"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Public administration and defence; compulsory social security (O)","2015","Number","1650"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Public administration and defence; compulsory social security (O)","2016","Number","1817"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Public administration and defence; compulsory social security (O)","2017","Number","1948"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Public administration and defence; compulsory social security (O)","2018","Number","2077"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Education (P)","2005","Number","466"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Education (P)","2006","Number","604"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Education (P)","2007","Number","771"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Education (P)","2008","Number","940"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Education (P)","2009","Number","1026"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Education (P)","2010","Number","965"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Education (P)","2011","Number","947"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Education (P)","2012","Number","1198"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Education (P)","2013","Number","1352"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Education (P)","2014","Number","1437"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Education (P)","2015","Number","1554"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Education (P)","2016","Number","1582"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Education (P)","2017","Number","1724"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Education (P)","2018","Number","1991"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Human health and social work activities (Q)","2005","Number","2047"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Human health and social work activities (Q)","2006","Number","2564"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Human health and social work activities (Q)","2007","Number","3391"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Human health and social work activities (Q)","2008","Number","3902"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Human health and social work activities (Q)","2009","Number","4077"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Human health and social work activities (Q)","2010","Number","4094"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Human health and social work activities (Q)","2011","Number","4421"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Human health and social work activities (Q)","2012","Number","3531"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Human health and social work activities (Q)","2013","Number","3464"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Human health and social work activities (Q)","2014","Number","3792"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Human health and social work activities (Q)","2015","Number","3912"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Human health and social work activities (Q)","2016","Number","4412"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Human health and social work activities (Q)","2017","Number","4621"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Human health and social work activities (Q)","2018","Number","4914"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Arts, entertainment and recreation (R)","2005","Number","457"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Arts, entertainment and recreation (R)","2006","Number","538"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Arts, entertainment and recreation (R)","2007","Number","659"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Arts, entertainment and recreation (R)","2008","Number","779"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Arts, entertainment and recreation (R)","2009","Number","780"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Arts, entertainment and recreation (R)","2010","Number","640"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Arts, entertainment and recreation (R)","2011","Number","578"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Arts, entertainment and recreation (R)","2012","Number","539"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Arts, entertainment and recreation (R)","2013","Number","536"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Arts, entertainment and recreation (R)","2014","Number","516"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Arts, entertainment and recreation (R)","2015","Number","579"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Arts, entertainment and recreation (R)","2016","Number","572"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Arts, entertainment and recreation (R)","2017","Number","583"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Arts, entertainment and recreation (R)","2018","Number","621"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Other service activities (S)","2005","Number","257"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Other service activities (S)","2006","Number","300"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Other service activities (S)","2007","Number","395"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Other service activities (S)","2008","Number","470"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Other service activities (S)","2009","Number","500"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Other service activities (S)","2010","Number","475"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Other service activities (S)","2011","Number","500"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Other service activities (S)","2012","Number","532"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Other service activities (S)","2013","Number","545"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Other service activities (S)","2014","Number","566"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Other service activities (S)","2015","Number","590"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Other service activities (S)","2016","Number","632"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Other service activities (S)","2017","Number","767"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Other service activities (S)","2018","Number","1065"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Activities of households as employers; producing activities of households for own use (T)","2005","Number","3"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Activities of households as employers; producing activities of households for own use (T)","2006","Number","3"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Activities of households as employers; producing activities of households for own use (T)","2007","Number","5"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Activities of households as employers; producing activities of households for own use (T)","2008","Number","6"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Activities of households as employers; producing activities of households for own use (T)","2009","Number","4"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Activities of households as employers; producing activities of households for own use (T)","2010","Number","7"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Activities of households as employers; producing activities of households for own use (T)","2011","Number","13"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Activities of households as employers; producing activities of households for own use (T)","2012","Number","12"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Activities of households as employers; producing activities of households for own use (T)","2013","Number","11"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Activities of households as employers; producing activities of households for own use (T)","2014","Number","3"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Activities of households as employers; producing activities of households for own use (T)","2015","Number","8"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Activities of households as employers; producing activities of households for own use (T)","2016","Number","5"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Activities of households as employers; producing activities of households for own use (T)","2017","Number","12"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Activities of households as employers; producing activities of households for own use (T)","2018","Number","13"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Activities of extraterritorial organisations and bodies (U)","2005","Number",""
"Foreign Nationals in Employment","Other nationalities (5)","Male","Activities of extraterritorial organisations and bodies (U)","2006","Number",""
"Foreign Nationals in Employment","Other nationalities (5)","Male","Activities of extraterritorial organisations and bodies (U)","2007","Number","3"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Activities of extraterritorial organisations and bodies (U)","2008","Number",""
"Foreign Nationals in Employment","Other nationalities (5)","Male","Activities of extraterritorial organisations and bodies (U)","2009","Number","5"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Activities of extraterritorial organisations and bodies (U)","2010","Number","6"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Activities of extraterritorial organisations and bodies (U)","2011","Number","5"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Activities of extraterritorial organisations and bodies (U)","2012","Number",""
"Foreign Nationals in Employment","Other nationalities (5)","Male","Activities of extraterritorial organisations and bodies (U)","2013","Number","3"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Activities of extraterritorial organisations and bodies (U)","2014","Number","7"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Activities of extraterritorial organisations and bodies (U)","2015","Number","7"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Activities of extraterritorial organisations and bodies (U)","2016","Number","5"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Activities of extraterritorial organisations and bodies (U)","2017","Number","3"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Activities of extraterritorial organisations and bodies (U)","2018","Number","4"
"Foreign Nationals in Employment","Other nationalities (5)","Male","All NACE economic sectors","2005","Number","28060"
"Foreign Nationals in Employment","Other nationalities (5)","Male","All NACE economic sectors","2006","Number","33617"
"Foreign Nationals in Employment","Other nationalities (5)","Male","All NACE economic sectors","2007","Number","41350"
"Foreign Nationals in Employment","Other nationalities (5)","Male","All NACE economic sectors","2008","Number","45212"
"Foreign Nationals in Employment","Other nationalities (5)","Male","All NACE economic sectors","2009","Number","41051"
"Foreign Nationals in Employment","Other nationalities (5)","Male","All NACE economic sectors","2010","Number","37722"
"Foreign Nationals in Employment","Other nationalities (5)","Male","All NACE economic sectors","2011","Number","37442"
"Foreign Nationals in Employment","Other nationalities (5)","Male","All NACE economic sectors","2012","Number","37719"
"Foreign Nationals in Employment","Other nationalities (5)","Male","All NACE economic sectors","2013","Number","39075"
"Foreign Nationals in Employment","Other nationalities (5)","Male","All NACE economic sectors","2014","Number","43062"
"Foreign Nationals in Employment","Other nationalities (5)","Male","All NACE economic sectors","2015","Number","47262"
"Foreign Nationals in Employment","Other nationalities (5)","Male","All NACE economic sectors","2016","Number","52627"
"Foreign Nationals in Employment","Other nationalities (5)","Male","All NACE economic sectors","2017","Number","58390"
"Foreign Nationals in Employment","Other nationalities (5)","Male","All NACE economic sectors","2018","Number","68421"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Employer NACE not known","2005","Number","1259"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Employer NACE not known","2006","Number","1069"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Employer NACE not known","2007","Number","791"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Employer NACE not known","2008","Number","734"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Employer NACE not known","2009","Number","481"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Employer NACE not known","2010","Number","410"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Employer NACE not known","2011","Number","413"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Employer NACE not known","2012","Number","426"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Employer NACE not known","2013","Number","1683"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Employer NACE not known","2014","Number","2516"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Employer NACE not known","2015","Number","4490"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Employer NACE not known","2016","Number","2091"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Employer NACE not known","2017","Number","2096"
"Foreign Nationals in Employment","Other nationalities (5)","Male","Employer NACE not known","2018","Number","2412"
"Foreign Nationals in Employment","Other nationalities (5)","Female","Agriculture, forestry and fishing (A)","2005","Number","227"
"Foreign Nationals in Employment","Other nationalities (5)","Female","Agriculture, forestry and fishing (A)","2006","Number","177"
"Foreign Nationals in Employment","Other nationalities (5)","Female","Agriculture, forestry and fishing (A)","2007","Number","195"
"Foreign Nationals in Employment","Other nationalities (5)","Female","Agriculture, forestry and fishing (A)","2008","Number","218"
"Foreign Nationals in Employment","Other nationalities (5)","Female","Agriculture, forestry and fishing (A)","2009","Number","216"
"Foreign Nationals in Employment","Other nationalities (5)","Female","Agriculture, forestry and fishing (A)","2010","Number","178"
"Foreign Nationals in Employment","Other nationalities (5)","Female","Agriculture, forestry and fishing (A)","2011","Number","193"
"Foreign Nationals in Employment","Other nationalities (5)","Female","Agriculture, forestry and fishing (A)","2012","Number","175"
"Foreign Nationals in Employment","Other nationalities (5)","Female","Agriculture, forestry and fishing (A)","2013","Number","186"
"Foreign Nationals in Employment","Other nationalities (5)","Female","Agriculture, forestry and fishing (A)","2014","Number","181"
"Foreign Nationals in Employment","Other nationalities (5)","Female","Agriculture, forestry and fishing (A)","2015","Number","160"
"Foreign Nationals in Employment","Other nationalities (5)","Female","Agriculture, forestry and fishing (A)","2016","Number","148"
"Foreign Nationals in Employment","Other nationalities (5)","Female","Agriculture, forestry and fishing (A)","2017","Number","129"
"Foreign Nationals in Employment","Other nationalities (5)","Female","Agriculture, forestry and fishing (A)","2018","Number","145"
"Foreign Nationals in Employment","Other nationalities (5)","Female","Mining and quarrying (B)","2005","Number",""
"Foreign Nationals in Employment","Other nationalities (5)","Female","Mining and quarrying (B)","2006","Number","3"
"Foreign Nationals in Employment","Other nationalities (5)","Female","Mining and quarrying (B)","2007","Number",""
"Foreign Nationals in Employment","Other nationalities (5)","Female","Mining and quarrying (B)","2008","Number","5"
"Foreign Nationals in Employment","Other nationalities (5)","Female","Mining and quarrying (B)","2009","Number","6"
"Foreign Nationals in Employment","Other nationalities (5)","Female","Mining and quarrying (B)","2010","Number","6"
"Foreign Nationals in Employment","Other nationalities (5)","Female","Mining and quarrying (B)","2011","Number","4"
"Foreign Nationals in Employment","Other nationalities (5)","Female","Mining and quarrying (B)","2012","Number","5"
"Foreign Nationals in Employment","Other nationalities (5)","Female","Mining and quarrying (B)","2013","Number","4"
"Foreign Nationals in Employment","Other nationalities (5)","Female","Mining and quarrying (B)","2014","Number","4"
"Foreign Nationals in Employment","Other nationalities (5)","Female","Mining and quarrying (B)","2015","Number",""
